Joueur,Age,Position,Ligue,equipe,Matchs joues,Titularisations,Minutes jouees,Matches equivalents 90 minutes,Buts,Passes decisives,Buts + Passes décisives,Buts hors penalty,Penalty marques,Penalty tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes decisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,Receptions progressives ,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes decisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes decisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (equivalents 90 minutes),Actions menant a un tir,Actions menant a un tir par 90 minutes ,Passes vivantes menant a un tir,Passes arretees menant a un tir,Ballons perdus menant a un tir,Tirs menant a un tir,Fautes subies menant a un tir,Actions defensives menant a un tir,Actions menant a un but,Actions menant a un but par 90 minutes,Passes vivantes menant a un but,Passes arretees menant a un but,Ballons perdus menant a un but,Tirs menant a un but,Fautes subies menant a un but ,Actions defensives menant a un but,Passes reussies totales,Passes tentees totales,Pourcentage de reussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de reussite des passes courtes,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de reussite des passes moyennes,Passes longues reussies,Passes longues tentees,Pourcentage de reussite des passes longues,Passes decisives,Passes decisives attendues (xAG),Passes attendues ,Difference entre passes attendues et xAG,Passes cles,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxieme carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles reussis,Penalty obtenus,Penalty concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Buts,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs,Penalty marques,Penalty tentes,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Difference entre buts reels et xG ,Difference entre buts reels hors penalty et npxG,Tacles,Tacles reussis,Tacles dans le tiers defensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tentes,Pourcentage de tacles reussis Tkl%,Duels perdus,Contres,Tirs contres ,Passes contrees ,Interceptions ,Tacles + Interceptions,Degagements,Erreurs ayant conduit a un tir adverse,Minutes par match ,Pourcentage de minutes jouees ,Titularisations,Minutes par titularisation ,Matches completes,Remplacants,Minutes par entree,Matches non remplace,Points par match,Buts marques avec le joueur,Buts encaisses avec le joueur,Difference de buts avec le joueur,Difference de buts par 90 minutes,Difference avec/sans le joueur,xG marques avec le joueur ,xG encaisses avec le joueur,Difference de xG avec le joueur,Difference de xG par 90 minutes,Difference de xG avec/sans le joueur,Touches,Touches dans la surface defensive,Touches dans le tiers defensif,Touches dans le tier median,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Ballons perdus apres dribble,Pourcentage de ballons perdus apres dribble,Portees de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Florian Kainz,30.0,Midfielder,Bundesliga,Köln,33.0,29.0,2197.0,24.4,5.0,4.0,9.0,0.0,5.0,5.0,4.0,0.0,5.0,1.0,3.3,4.3,40.0,124.0,100.0,0.2,0.16,0.37,0.0,0.16,0.2,0.13,0.34,0.04,0.18,24.4,98.0,4.02,60.0,30.0,5.0,1.0,2.0,0.0,8.0,0.33,5.0,2.0,1.0,0.0,0.0,0.0,770.0,1119.0,68.8,14316.0,4837.0,322.0,379.0,85.0,328.0,419.0,78.3,100.0,248.0,40.3,4.0,3.3,4.5,0.7,53.0,76.0,31.0,13.0,124.0,0.0,19.0,33.0,1.0,167.0,13.0,20.0,0.0,0.0,0.0,126.0,12.0,25.0,32.4,5.0,23.0,4.0,17.4,0.94,0.16,0.0,0.0,25.5,3.0,5.0,5.0,5.0,1.0,0.04,0.0,-1.0,28.0,20.0,8.0,13.0,7.0,17.0,39.0,43.6,22.0,20.0,6.0,14.0,13.0,41.0,23.0,1.0,67.0,71.8,29.0,73.0,7.0,4.0,22.0,1.0,0.82,22.0,41.0,-19.0,-0.78,0.58,26.6,43.6,-17.0,-0.7,0.17,1321.0,35.0,204.0,645.0,489.0,34.0,1316.0,42.0,23.0,54.8,17.0,40.5,796.0,3853.0,1452.0,40.0,39.0,8.0
Daichi Kamada,26.0,Midfielder,Serie A,Lazio,29.0,17.0,1544.0,17.2,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.8,1.8,2.8,4.6,40.0,96.0,78.0,0.12,0.12,0.23,0.12,0.23,0.11,0.16,0.27,0.11,0.27,17.2,47.0,2.74,34.0,0.0,5.0,3.0,3.0,2.0,2.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0,810.0,921.0,87.9,13045.0,2683.0,422.0,461.0,91.5,320.0,346.0,92.5,51.0,71.0,71.8,2.0,2.8,2.1,-0.8,24.0,70.0,13.0,1.0,96.0,0.0,39.0,13.0,2.0,11.0,18.0,36.0,0.0,0.0,0.0,75.0,3.0,16.0,15.8,2.0,29.0,8.0,27.6,1.69,0.47,0.07,0.25,20.7,0.0,0.0,0.0,1.8,1.8,0.06,0.2,0.2,53.0,36.0,22.0,22.0,9.0,28.0,52.0,53.8,24.0,24.0,5.0,19.0,18.0,71.0,7.0,0.0,53.0,45.1,17.0,75.0,6.0,12.0,23.0,9.0,1.69,19.0,14.0,5.0,0.29,0.05,21.6,17.3,4.2,0.25,0.23,1109.0,19.0,171.0,629.0,316.0,57.0,1109.0,23.0,14.0,60.9,7.0,30.4,627.0,3349.0,1676.0,40.0,30.0,18.0
Boubacar Kamara,23.0,Midfielder,Premier League,Aston Villa,20.0,20.0,1652.0,18.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.1,0.1,1.3,1.4,19.0,83.0,10.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,18.4,38.0,2.07,33.0,0.0,0.0,2.0,1.0,2.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,922.0,1035.0,89.1,14037.0,3978.0,521.0,560.0,93.0,319.0,344.0,92.7,56.0,82.0,68.3,1.0,1.3,1.4,-0.3,20.0,107.0,12.0,0.0,83.0,0.0,35.0,29.0,0.0,2.0,21.0,29.0,0.0,0.0,0.0,97.0,19.0,25.0,43.2,0.0,5.0,1.0,20.0,0.27,0.05,0.0,0.0,16.7,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,43.0,29.0,16.0,21.0,6.0,24.0,47.0,51.1,23.0,21.0,7.0,14.0,21.0,64.0,16.0,0.0,83.0,48.3,20.0,83.0,10.0,0.0,0.0,0.0,2.05,36.0,22.0,14.0,0.76,0.71,31.1,24.7,6.4,0.35,0.5,1195.0,50.0,305.0,720.0,186.0,13.0,1195.0,30.0,14.0,46.7,12.0,40.0,769.0,3527.0,1663.0,19.0,22.0,1.0
Kevin Kampl,32.0,Midfielder,Bundesliga,RB Leipzig,26.0,14.0,1363.0,15.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,1.8,2.0,28.0,88.0,27.0,0.07,0.0,0.07,0.07,0.07,0.01,0.12,0.13,0.01,0.13,15.1,38.0,2.51,33.0,0.0,2.0,1.0,1.0,1.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,931.0,1019.0,91.4,15489.0,3486.0,424.0,446.0,95.1,428.0,460.0,93.0,58.0,76.0,76.3,0.0,1.8,1.5,-1.8,15.0,67.0,12.0,3.0,88.0,0.0,16.0,3.0,0.0,11.0,11.0,8.0,0.0,1.0,0.0,102.0,3.0,10.0,23.1,1.0,6.0,1.0,16.7,0.4,0.07,0.17,1.0,22.2,0.0,0.0,0.0,0.2,0.2,0.03,0.8,0.8,19.0,8.0,8.0,9.0,2.0,10.0,21.0,47.6,11.0,19.0,7.0,12.0,11.0,30.0,14.0,1.0,52.0,44.5,14.0,83.0,7.0,12.0,17.0,7.0,1.69,30.0,15.0,15.0,0.99,-0.23,25.6,18.9,6.7,0.44,-0.55,1132.0,27.0,183.0,763.0,200.0,11.0,1132.0,14.0,10.0,71.4,3.0,21.4,743.0,4144.0,1978.0,28.0,27.0,1.0
Yann Karamoh,25.0,Midfielder,Serie A,Torino,10.0,1.0,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,11.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,1.8,4.0,2.24,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.12,1.0,0.0,0.0,0.0,1.0,0.0,45.0,66.0,68.2,696.0,176.0,21.0,30.0,70.0,21.0,28.0,75.0,2.0,4.0,50.0,0.0,0.1,0.2,-0.1,1.0,3.0,1.0,0.0,5.0,0.0,2.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,50.0,0.0,2.0,1.0,50.0,1.11,0.56,0.0,0.0,14.0,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,4.7,1.0,45.0,0.0,9.0,13.0,8.0,1.4,3.0,2.0,1.0,0.56,0.58,2.2,2.2,0.0,0.03,0.02,96.0,2.0,8.0,44.0,48.0,7.0,96.0,18.0,6.0,33.3,11.0,61.1,65.0,521.0,286.0,11.0,7.0,3.0
Atakan Karazor,26.0,Midfielder,Bundesliga,Stuttgart,33.0,31.0,2623.0,29.1,0.0,4.0,4.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,2.6,3.6,24.0,142.0,31.0,0.0,0.14,0.14,0.0,0.14,0.04,0.09,0.13,0.03,0.12,29.1,57.0,1.96,49.0,0.0,0.0,2.0,1.0,5.0,5.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0,1698.0,1900.0,89.4,24791.0,6910.0,946.0,1027.0,92.1,637.0,684.0,93.1,55.0,75.0,73.3,4.0,2.6,2.5,1.4,29.0,138.0,19.0,3.0,142.0,0.0,28.0,61.0,0.0,4.0,27.0,44.0,0.0,0.0,0.0,174.0,44.0,38.0,53.7,0.0,19.0,2.0,10.5,0.65,0.07,0.0,0.0,21.8,0.0,0.0,0.0,1.0,1.0,0.05,-1.0,-1.0,72.0,44.0,23.0,38.0,11.0,29.0,60.0,48.3,31.0,37.0,8.0,29.0,27.0,99.0,43.0,0.0,79.0,85.7,31.0,84.0,21.0,2.0,16.0,0.0,2.12,64.0,34.0,30.0,1.03,-0.82,56.6,33.6,22.9,0.79,-1.22,2181.0,61.0,378.0,1434.0,382.0,15.0,2181.0,27.0,5.0,18.5,14.0,51.9,1149.0,4345.0,1991.0,24.0,42.0,0.0
Ayman Kari,18.0,Midfielder,Ligue 1,Lorient,14.0,12.0,893.0,9.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.8,1.5,22.0,37.0,53.0,0.1,0.1,0.2,0.1,0.2,0.06,0.08,0.15,0.06,0.15,9.9,33.0,3.32,29.0,0.0,1.0,1.0,2.0,0.0,3.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,338.0,386.0,87.6,4814.0,925.0,181.0,204.0,88.7,118.0,131.0,90.1,13.0,19.0,68.4,1.0,0.8,1.0,0.2,13.0,25.0,12.0,0.0,37.0,0.0,10.0,28.0,0.0,1.0,6.0,14.0,0.0,0.0,0.0,50.0,2.0,7.0,22.2,1.0,7.0,3.0,42.9,0.71,0.3,0.14,0.33,14.6,0.0,0.0,0.0,0.6,0.6,0.09,0.4,0.4,18.0,14.0,9.0,9.0,0.0,12.0,19.0,63.2,7.0,19.0,2.0,17.0,6.0,24.0,9.0,1.0,64.0,29.2,12.0,71.0,1.0,2.0,21.0,2.0,1.0,11.0,19.0,-8.0,-0.81,-0.18,10.0,14.8,-4.7,-0.48,0.04,508.0,10.0,103.0,244.0,174.0,23.0,508.0,30.0,16.0,53.3,12.0,40.0,409.0,2706.0,1060.0,22.0,23.0,3.0
Jon Karrikaburu,20.0,Midfielder,La Liga,Alavés,2.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,40.0,58.0,9.0,0.0,2.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.5,0.0,0.0,0.0,2.0,8.0,13.0,0.0,0.0,1.0,-1.0,-5.63,-5.39,0.0,1.2,-1.1,-6.26,-6.33,8.0,0.0,0.0,5.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,0.0,0.0,0.0
Grigoris Kastanos,25.0,Midfielder,Serie A,Salernitana,26.0,18.0,1480.0,16.4,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,2.9,2.9,2.8,5.7,28.0,78.0,69.0,0.18,0.18,0.36,0.18,0.36,0.17,0.17,0.35,0.17,0.35,16.4,57.0,3.46,34.0,15.0,1.0,2.0,5.0,0.0,6.0,0.36,2.0,2.0,0.0,1.0,1.0,0.0,458.0,650.0,70.5,7578.0,2346.0,216.0,260.0,83.1,141.0,205.0,68.8,61.0,105.0,58.1,3.0,2.8,1.5,0.2,28.0,52.0,11.0,2.0,78.0,0.0,18.0,44.0,3.0,38.0,8.0,14.0,0.0,0.0,0.0,85.0,24.0,36.0,40.0,3.0,30.0,10.0,33.3,1.82,0.61,0.1,0.3,20.6,1.0,0.0,0.0,2.9,2.9,0.1,0.1,0.1,23.0,14.0,8.0,9.0,6.0,9.0,20.0,45.0,11.0,13.0,4.0,9.0,8.0,31.0,9.0,0.0,57.0,43.3,18.0,73.0,3.0,8.0,20.0,3.0,0.54,12.0,31.0,-19.0,-1.16,0.24,12.3,31.9,-19.6,-1.19,-0.05,819.0,15.0,119.0,389.0,325.0,31.0,819.0,26.0,13.0,50.0,11.0,42.3,445.0,2451.0,1086.0,28.0,24.0,5.0
Ibrahima Kebe,22.0,Midfielder,La Liga,Girona,2.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,67.0,10.0,3.0,6.0,50.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,0.3,0.0,0.0,0.0,2.0,5.0,15.0,2.0,0.0,0.0,0.0,0.0,-1.03,0.1,0.3,-0.2,-1.57,-2.01,13.0,0.0,6.0,6.0,2.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,6.0,38.0,1.0,0.0,0.0,0.0
Yassine Kechta,21.0,Midfielder,Ligue 1,Le Havre,32.0,21.0,1849.0,20.5,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,2.2,3.8,41.0,122.0,67.0,0.1,0.05,0.15,0.1,0.15,0.08,0.11,0.19,0.08,0.19,20.5,47.0,2.29,39.0,2.0,0.0,2.0,4.0,0.0,2.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,778.0,960.0,81.0,13063.0,3630.0,347.0,393.0,88.3,333.0,387.0,86.0,63.0,116.0,54.3,1.0,2.2,1.4,-1.2,27.0,87.0,11.0,0.0,122.0,0.0,30.0,31.0,0.0,19.0,23.0,24.0,0.0,0.0,0.0,115.0,9.0,31.0,22.5,2.0,20.0,9.0,45.0,0.97,0.44,0.1,0.22,22.5,0.0,0.0,0.0,1.6,1.6,0.08,0.4,0.4,46.0,24.0,24.0,19.0,3.0,31.0,73.0,42.5,42.0,20.0,3.0,17.0,23.0,69.0,16.0,1.0,58.0,60.4,21.0,78.0,4.0,11.0,20.0,1.0,0.97,21.0,24.0,-3.0,-0.15,0.45,22.4,30.4,-8.0,-0.39,0.0,1180.0,32.0,226.0,667.0,305.0,27.0,1180.0,35.0,10.0,28.6,22.0,62.9,904.0,4854.0,2233.0,41.0,42.0,7.0
Habib Keita,21.0,Midfielder,Ligue 1,Clermont Foot,27.0,12.0,1278.0,14.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.6,1.3,9.0,53.0,23.0,0.07,0.0,0.07,0.07,0.07,0.05,0.05,0.09,0.05,0.09,14.2,28.0,1.97,24.0,0.0,1.0,2.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,591.0,675.0,87.6,11080.0,2447.0,253.0,287.0,88.2,253.0,278.0,91.0,74.0,89.0,83.1,0.0,0.6,0.6,-0.6,10.0,45.0,7.0,0.0,53.0,0.0,23.0,36.0,0.0,4.0,29.0,19.0,0.0,0.0,0.0,83.0,7.0,11.0,38.9,1.0,20.0,5.0,25.0,1.41,0.35,0.05,0.2,25.2,0.0,0.0,0.0,0.7,0.7,0.03,0.3,0.3,34.0,19.0,14.0,15.0,5.0,17.0,28.0,60.7,11.0,27.0,10.0,17.0,29.0,63.0,30.0,0.0,47.0,41.8,12.0,82.0,4.0,15.0,20.0,7.0,0.85,12.0,18.0,-6.0,-0.42,0.99,15.3,25.4,-10.0,-0.71,0.18,878.0,53.0,215.0,509.0,159.0,7.0,878.0,24.0,14.0,58.3,10.0,41.7,629.0,3404.0,1402.0,9.0,21.0,3.0
Naby Keïta,28.0,Midfielder,Bundesliga,Werder Bremen,5.0,1.0,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,1.2,2.0,1.64,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.82,1.0,0.0,0.0,0.0,0.0,0.0,52.0,67.0,77.6,844.0,293.0,22.0,27.0,81.5,23.0,28.0,82.1,4.0,8.0,50.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,13.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.65,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,22.0,3.6,1.0,58.0,0.0,4.0,13.0,7.0,0.6,3.0,3.0,0.0,0.0,0.18,1.8,2.3,-0.4,-0.35,-0.07,81.0,1.0,16.0,56.0,10.0,1.0,81.0,6.0,4.0,66.7,2.0,33.3,55.0,320.0,182.0,1.0,1.0,0.0
Thomas Keller,23.0,Midfielder,Bundesliga,Heidenheim,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,73.0,37.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2.24,2.91,8.0,0.0,2.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0
Aljoscha Kemlein,18.0,Midfielder,Bundesliga,Union Berlin,2.0,0.0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,0.3,1.0,3.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,77.8,122.0,52.0,3.0,4.0,75.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.1,0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.9,0.0,0.0,0.0,2.0,15.0,4.0,3.0,2.0,0.0,2.0,6.21,7.01,1.0,1.1,-0.2,-0.5,-0.2,13.0,0.0,5.0,6.0,2.0,0.0,13.0,1.0,1.0,100.0,0.0,0.0,7.0,41.0,31.0,0.0,0.0,0.0
Tobias Kempe,34.0,Midfielder,Bundesliga,Darmstadt 98,24.0,15.0,1350.0,15.0,3.0,2.0,5.0,0.0,3.0,3.0,1.0,0.0,3.6,1.2,2.1,3.3,15.0,44.0,46.0,0.2,0.13,0.33,0.0,0.13,0.24,0.14,0.38,0.08,0.22,15.0,57.0,3.8,28.0,22.0,1.0,3.0,2.0,1.0,8.0,0.53,4.0,2.0,0.0,0.0,2.0,0.0,413.0,557.0,74.1,6804.0,2095.0,223.0,251.0,88.8,127.0,160.0,79.4,48.0,101.0,47.5,2.0,2.1,2.5,-0.1,28.0,38.0,5.0,3.0,44.0,0.0,14.0,11.0,0.0,81.0,9.0,13.0,1.0,0.0,0.0,65.0,13.0,20.0,39.4,3.0,18.0,1.0,5.6,1.2,0.07,0.0,0.0,23.0,3.0,3.0,3.0,3.6,1.2,0.07,-0.6,-1.2,20.0,13.0,9.0,8.0,3.0,8.0,24.0,33.3,16.0,16.0,4.0,12.0,9.0,29.0,12.0,0.0,56.0,44.1,15.0,79.0,5.0,9.0,19.0,5.0,0.54,19.0,34.0,-15.0,-1.0,1.16,17.2,33.1,-15.9,-1.06,0.25,690.0,22.0,117.0,336.0,247.0,29.0,687.0,19.0,8.0,42.1,10.0,52.6,314.0,1620.0,696.0,15.0,12.0,3.0
Kaine Kesler-Hayden,20.0,Midfielder,Premier League,Aston Villa,3.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,3.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.1,-0.1,-1.66,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rani Khedira,29.0,Midfielder,Bundesliga,Union Berlin,20.0,18.0,1343.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,0.1,0.5,6.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,14.9,8.0,0.54,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,450.0,73.1,5258.0,1287.0,160.0,192.0,83.3,135.0,174.0,77.6,19.0,45.0,42.2,0.0,0.1,0.5,-0.1,5.0,21.0,5.0,1.0,35.0,0.0,25.0,14.0,1.0,6.0,22.0,22.0,0.0,1.0,0.0,74.0,19.0,18.0,51.4,0.0,3.0,1.0,33.3,0.2,0.07,0.0,0.0,17.5,0.0,0.0,0.0,0.4,0.4,0.13,-0.4,-0.4,35.0,22.0,15.0,19.0,1.0,17.0,26.0,65.4,9.0,12.0,5.0,7.0,22.0,57.0,38.0,0.0,67.0,43.9,18.0,73.0,8.0,2.0,19.0,1.0,1.1,16.0,19.0,-3.0,-0.2,0.95,15.9,18.2,-2.3,-0.16,0.27,600.0,43.0,198.0,337.0,70.0,6.0,600.0,8.0,4.0,50.0,3.0,37.5,196.0,994.0,296.0,6.0,5.0,0.0
