Joueur,Age,Position,Ligue,equipe,Matchs joues,Titularisations,Minutes jouees,Matches equivalents 90 minutes,Buts,Passes decisives,Buts + Passes décisives,Buts hors penalty,Penalty marques,Penalty tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes decisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,Receptions progressives ,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes decisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes decisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (equivalents 90 minutes),Actions menant a un tir,Actions menant a un tir par 90 minutes ,Passes vivantes menant a un tir,Passes arretees menant a un tir,Ballons perdus menant a un tir,Tirs menant a un tir,Fautes subies menant a un tir,Actions defensives menant a un tir,Actions menant a un but,Actions menant a un but par 90 minutes,Passes vivantes menant a un but,Passes arretees menant a un but,Ballons perdus menant a un but,Tirs menant a un but,Fautes subies menant a un but ,Actions defensives menant a un but,Passes reussies totales,Passes tentees totales,Pourcentage de reussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de reussite des passes courtes,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de reussite des passes moyennes,Passes longues reussies,Passes longues tentees,Pourcentage de reussite des passes longues,Passes decisives,Passes decisives attendues (xAG),Passes attendues ,Difference entre passes attendues et xAG,Passes cles,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxieme carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles reussis,Penalty obtenus,Penalty concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Buts,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs,Penalty marques,Penalty tentes,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Difference entre buts reels et xG ,Difference entre buts reels hors penalty et npxG,Tacles,Tacles reussis,Tacles dans le tiers defensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tentes,Pourcentage de tacles reussis Tkl%,Duels perdus,Contres,Tirs contres ,Passes contrees ,Interceptions ,Tacles + Interceptions,Degagements,Erreurs ayant conduit a un tir adverse,Minutes par match ,Pourcentage de minutes jouees ,Titularisations,Minutes par titularisation ,Matches completes,Remplacants,Minutes par entree,Matches non remplace,Points par match,Buts marques avec le joueur,Buts encaisses avec le joueur,Difference de buts avec le joueur,Difference de buts par 90 minutes,Difference avec/sans le joueur,xG marques avec le joueur ,xG encaisses avec le joueur,Difference de xG avec le joueur,Difference de xG par 90 minutes,Difference de xG avec/sans le joueur,Touches,Touches dans la surface defensive,Touches dans le tiers defensif,Touches dans le tier median,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Ballons perdus apres dribble,Pourcentage de ballons perdus apres dribble,Portees de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Joshua Kimmich,28.0,Midfielder,Bundesliga,Bayern Munich,28.0,27.0,2176.0,24.2,1.0,6.0,7.0,1.0,0.0,0.0,1.0,1.0,1.1,1.1,7.1,8.3,56.0,229.0,114.0,0.04,0.25,0.29,0.04,0.29,0.05,0.3,0.34,0.05,0.34,24.2,128.0,5.29,79.0,43.0,2.0,2.0,1.0,1.0,11.0,0.45,6.0,3.0,1.0,1.0,0.0,0.0,1951.0,2267.0,86.1,35635.0,10089.0,809.0,864.0,93.6,923.0,1013.0,91.1,187.0,320.0,58.4,6.0,7.1,9.3,-1.1,72.0,188.0,51.0,18.0,229.0,0.0,11.0,24.0,2.0,195.0,14.0,33.0,0.0,0.0,0.0,140.0,5.0,14.0,26.3,1.0,25.0,7.0,28.0,1.03,0.29,0.04,0.14,24.6,3.0,0.0,0.0,1.1,1.1,0.05,-0.1,-0.1,45.0,33.0,25.0,15.0,5.0,26.0,39.0,66.7,13.0,32.0,4.0,28.0,14.0,59.0,28.0,1.0,78.0,71.1,27.0,79.0,17.0,1.0,31.0,0.0,1.93,62.0,31.0,31.0,1.28,-0.55,58.8,20.0,38.8,1.6,0.16,2453.0,75.0,422.0,1282.0,762.0,23.0,2453.0,25.0,10.0,40.0,12.0,48.0,1478.0,8366.0,3739.0,56.0,66.0,4.0
Davy Klaassen,30.0,Midfielder,Serie A,Inter,13.0,1.0,206.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,2.3,5.0,2.18,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.87,2.0,0.0,0.0,0.0,0.0,0.0,82.0,95.0,86.3,1290.0,289.0,46.0,52.0,88.5,28.0,29.0,96.6,6.0,7.0,85.7,0.0,0.2,0.2,-0.2,3.0,6.0,1.0,0.0,7.0,0.0,3.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,9.0,4.0,1.0,80.0,0.0,1.0,0.0,0.0,0.44,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.1,0.1,0.09,-0.1,-0.1,4.0,2.0,0.0,4.0,0.0,1.0,3.0,33.3,2.0,5.0,1.0,4.0,3.0,7.0,4.0,0.0,16.0,6.0,1.0,53.0,0.0,12.0,13.0,23.0,2.38,6.0,0.0,6.0,2.62,0.91,4.9,1.7,3.2,1.39,0.16,119.0,5.0,24.0,68.0,28.0,5.0,119.0,1.0,1.0,100.0,0.0,0.0,47.0,194.0,37.0,1.0,0.0,1.0
Justin Kluivert,24.0,Midfielder,Premier League,Bournemouth,32.0,26.0,1916.0,21.3,7.0,1.0,8.0,7.0,0.0,0.0,5.0,0.0,6.2,6.2,1.9,8.1,65.0,50.0,114.0,0.33,0.05,0.38,0.33,0.38,0.29,0.09,0.38,0.29,0.38,21.3,59.0,2.77,37.0,0.0,9.0,6.0,4.0,3.0,5.0,0.23,3.0,0.0,1.0,0.0,0.0,1.0,288.0,421.0,68.4,4393.0,1193.0,147.0,194.0,75.8,104.0,137.0,75.9,18.0,32.0,56.3,1.0,1.9,1.6,-0.9,21.0,10.0,24.0,2.0,50.0,0.0,52.0,28.0,5.0,29.0,8.0,14.0,0.0,0.0,0.0,88.0,12.0,22.0,35.3,7.0,56.0,20.0,35.7,2.63,0.94,0.13,0.35,17.4,3.0,0.0,0.0,6.2,6.2,0.11,0.8,0.8,28.0,14.0,5.0,12.0,11.0,8.0,30.0,26.7,22.0,16.0,1.0,15.0,8.0,36.0,11.0,0.0,60.0,56.0,26.0,68.0,0.0,6.0,24.0,6.0,1.22,29.0,23.0,6.0,0.28,1.42,33.5,28.7,4.9,0.23,0.65,694.0,13.0,86.0,224.0,397.0,108.0,694.0,67.0,24.0,35.8,41.0,61.2,414.0,2930.0,1644.0,65.0,37.0,35.0
Ansgar Knauff,21.0,Midfielder,Bundesliga,Eint Frankfurt,31.0,24.0,2109.0,23.4,7.0,2.0,9.0,7.0,0.0,0.0,7.0,1.0,5.7,5.7,2.3,8.0,77.0,57.0,164.0,0.3,0.09,0.38,0.3,0.38,0.24,0.1,0.34,0.24,0.34,23.4,61.0,2.6,51.0,0.0,6.0,2.0,0.0,2.0,6.0,0.26,5.0,0.0,0.0,0.0,0.0,1.0,475.0,747.0,63.6,7063.0,2278.0,274.0,355.0,77.2,160.0,245.0,65.3,26.0,60.0,43.3,2.0,2.3,2.7,-0.3,18.0,25.0,26.0,10.0,57.0,1.0,32.0,24.0,2.0,46.0,20.0,26.0,0.0,3.0,0.0,92.0,23.0,43.0,34.8,7.0,37.0,13.0,35.1,1.58,0.55,0.19,0.54,14.4,0.0,0.0,0.0,5.7,5.7,0.15,1.3,1.3,43.0,26.0,17.0,16.0,10.0,17.0,31.0,54.8,14.0,40.0,3.0,37.0,20.0,63.0,15.0,0.0,68.0,68.9,24.0,78.0,5.0,7.0,35.0,1.0,1.35,35.0,37.0,-2.0,-0.09,-0.37,31.1,37.9,-6.8,-0.29,-0.37,1039.0,20.0,180.0,453.0,424.0,101.0,1039.0,64.0,25.0,39.1,33.0,51.6,540.0,3559.0,1891.0,77.0,34.0,38.0
Koke,31.0,Midfielder,La Liga,Atlético Madrid,35.0,32.0,2493.0,27.7,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,3.6,4.1,26.0,212.0,26.0,0.0,0.14,0.14,0.0,0.14,0.02,0.13,0.15,0.02,0.15,27.7,57.0,2.06,52.0,3.0,0.0,1.0,0.0,1.0,11.0,0.4,11.0,0.0,0.0,0.0,0.0,0.0,2037.0,2263.0,90.0,33074.0,10659.0,1066.0,1117.0,95.4,724.0,790.0,91.6,174.0,242.0,71.9,4.0,3.6,3.0,0.4,26.0,196.0,33.0,1.0,212.0,0.0,19.0,19.0,0.0,11.0,16.0,44.0,0.0,0.0,0.0,198.0,15.0,16.0,48.4,0.0,10.0,2.0,20.0,0.36,0.07,0.0,0.0,21.9,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,66.0,44.0,27.0,32.0,7.0,36.0,79.0,45.6,43.0,37.0,12.0,25.0,16.0,82.0,34.0,1.0,71.0,72.9,32.0,76.0,18.0,3.0,23.0,0.0,2.06,51.0,33.0,18.0,0.65,-0.22,48.0,30.3,17.7,0.64,0.13,2482.0,82.0,594.0,1570.0,334.0,12.0,2482.0,11.0,5.0,45.5,6.0,54.5,1474.0,6016.0,2872.0,26.0,32.0,1.0
Luca Koleosho,18.0,Midfielder,Premier League,Burnley,15.0,13.0,974.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3,3.3,53.0,19.0,82.0,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3,10.8,28.0,2.59,12.0,0.0,11.0,2.0,3.0,0.0,6.0,0.56,2.0,0.0,3.0,0.0,1.0,0.0,192.0,274.0,70.1,2509.0,475.0,126.0,153.0,82.4,56.0,79.0,70.9,2.0,9.0,22.2,1.0,1.3,1.1,-0.3,11.0,9.0,6.0,2.0,19.0,0.0,18.0,13.0,8.0,23.0,2.0,4.0,1.0,0.0,0.0,46.0,2.0,27.0,6.9,1.0,23.0,5.0,21.7,2.13,0.46,0.04,0.2,18.5,0.0,0.0,0.0,2.0,2.0,0.09,-1.0,-1.0,7.0,4.0,2.0,5.0,0.0,2.0,10.0,20.0,8.0,13.0,0.0,13.0,2.0,9.0,0.0,0.0,65.0,28.5,13.0,69.0,0.0,2.0,38.0,0.0,0.47,11.0,23.0,-12.0,-1.11,-0.19,9.0,15.4,-6.5,-0.6,0.26,416.0,5.0,33.0,149.0,240.0,52.0,416.0,78.0,33.0,42.3,39.0,50.0,299.0,2603.0,1383.0,53.0,37.0,29.0
Mert Kömür,18.0,Midfielder,Bundesliga,Augsburg,4.0,1.0,118.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,7.0,4.0,9.0,0.76,0.0,0.76,0.76,0.76,0.15,0.02,0.17,0.15,0.17,1.3,5.0,3.81,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,34.0,88.2,462.0,132.0,17.0,19.0,89.5,9.0,9.0,100.0,2.0,2.0,100.0,0.0,0.0,0.1,0.0,1.0,1.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,50.0,1.53,0.76,0.5,1.0,16.0,0.0,0.0,0.0,0.2,0.2,0.1,0.8,0.8,3.0,3.0,3.0,0.0,0.0,3.0,5.0,60.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,30.0,3.9,1.0,73.0,0.0,3.0,15.0,8.0,0.75,2.0,3.0,-1.0,-0.76,-0.49,1.6,3.4,-1.7,-1.33,-1.04,51.0,1.0,10.0,17.0,27.0,3.0,51.0,4.0,0.0,0.0,3.0,75.0,29.0,208.0,135.0,7.0,5.0,1.0
Geoffrey Kondogbia,30.0,Midfielder,Ligue 1,Marseille,26.0,15.0,1463.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.5,0.9,7.0,93.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,16.3,27.0,1.66,21.0,0.0,0.0,1.0,4.0,1.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0,832.0,952.0,87.4,14691.0,4488.0,359.0,389.0,92.3,379.0,413.0,91.8,72.0,108.0,66.7,0.0,0.5,1.0,-0.5,11.0,105.0,11.0,1.0,93.0,0.0,25.0,29.0,2.0,2.0,30.0,31.0,0.0,0.0,0.0,114.0,17.0,7.0,70.8,0.0,8.0,1.0,12.5,0.49,0.06,0.0,0.0,18.4,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,48.0,31.0,18.0,25.0,5.0,13.0,32.0,40.6,19.0,21.0,4.0,17.0,30.0,78.0,25.0,0.0,56.0,47.8,15.0,81.0,9.0,11.0,22.0,0.0,1.5,26.0,19.0,7.0,0.43,0.21,25.1,14.8,10.3,0.63,0.12,1119.0,45.0,229.0,744.0,153.0,13.0,1119.0,13.0,9.0,69.2,2.0,15.4,859.0,3975.0,1544.0,7.0,13.0,0.0
Amadou Koné,18.0,Midfielder,Ligue 1,Reims,16.0,4.0,475.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.3,0.3,0.2,0.4,2.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,5.3,6.0,1.14,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,256.0,79.7,3787.0,1027.0,72.0,95.0,75.8,99.0,113.0,87.6,23.0,28.0,82.1,0.0,0.2,0.1,-0.2,3.0,19.0,1.0,0.0,28.0,1.0,7.0,21.0,0.0,1.0,10.0,8.0,0.0,0.0,0.0,42.0,12.0,12.0,50.0,0.0,6.0,1.0,16.7,1.14,0.19,0.0,0.0,27.3,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3,13.0,8.0,11.0,2.0,0.0,6.0,10.0,60.0,4.0,8.0,3.0,5.0,10.0,23.0,10.0,0.0,30.0,15.5,4.0,73.0,2.0,12.0,15.0,4.0,1.81,7.0,6.0,1.0,0.19,0.4,8.4,9.3,-0.8,-0.16,-0.12,322.0,23.0,97.0,199.0,32.0,2.0,322.0,3.0,2.0,66.7,1.0,33.3,224.0,1213.0,443.0,2.0,5.0,0.0
Manu Koné,22.0,Midfielder,Bundesliga,Gladbach,22.0,18.0,1561.0,17.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.2,1.2,1.2,2.4,42.0,70.0,56.0,0.06,0.0,0.06,0.06,0.06,0.07,0.07,0.14,0.07,0.14,17.3,59.0,3.4,42.0,0.0,7.0,6.0,4.0,0.0,3.0,0.17,0.0,0.0,0.0,2.0,1.0,0.0,583.0,688.0,84.7,8747.0,2218.0,330.0,368.0,89.7,199.0,225.0,88.4,31.0,44.0,70.5,0.0,1.2,0.8,-1.2,24.0,45.0,12.0,0.0,70.0,0.0,28.0,35.0,3.0,3.0,15.0,26.0,1.0,1.0,0.0,111.0,21.0,24.0,46.7,1.0,24.0,8.0,33.3,1.38,0.46,0.04,0.13,19.3,0.0,0.0,0.0,1.2,1.2,0.05,-0.2,-0.2,45.0,26.0,20.0,20.0,5.0,17.0,25.0,68.0,8.0,22.0,1.0,21.0,15.0,60.0,16.0,1.0,71.0,51.0,18.0,83.0,7.0,4.0,19.0,1.0,1.0,26.0,30.0,-4.0,-0.23,0.19,22.3,24.7,-2.4,-0.14,0.18,925.0,23.0,181.0,525.0,238.0,31.0,925.0,69.0,37.0,53.6,26.0,37.7,579.0,3369.0,1764.0,42.0,33.0,6.0
Teun Koopmeiners,25.0,Midfielder,Serie A,Atalanta,34.0,29.0,2627.0,29.2,12.0,5.0,17.0,10.0,2.0,2.0,5.0,0.0,6.5,5.0,5.9,10.9,79.0,169.0,190.0,0.41,0.17,0.58,0.34,0.51,0.22,0.2,0.43,0.17,0.37,29.2,122.0,4.18,90.0,23.0,6.0,2.0,1.0,0.0,12.0,0.41,11.0,1.0,0.0,0.0,0.0,0.0,1092.0,1419.0,77.0,18824.0,6491.0,505.0,590.0,85.6,442.0,531.0,83.2,107.0,201.0,53.2,5.0,5.9,5.4,-0.9,60.0,126.0,45.0,17.0,169.0,0.0,53.0,23.0,5.0,121.0,10.0,24.0,0.0,1.0,0.0,150.0,29.0,34.0,46.0,12.0,52.0,16.0,30.8,1.78,0.55,0.19,0.63,18.2,2.0,2.0,2.0,6.5,5.0,0.1,5.5,5.0,39.0,24.0,12.0,22.0,5.0,17.0,50.0,34.0,33.0,33.0,3.0,30.0,10.0,49.0,35.0,0.0,77.0,76.8,29.0,85.0,19.0,5.0,33.0,0.0,1.68,55.0,34.0,21.0,0.72,-0.3,44.5,32.3,12.2,0.42,-0.09,1742.0,52.0,266.0,838.0,659.0,85.0,1740.0,50.0,19.0,38.0,29.0,58.0,942.0,5359.0,2942.0,79.0,54.0,21.0
N'Guessan Kouadio,20.0,Midfielder,Ligue 1,Metz,6.0,1.0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,1.2,4.0,3.24,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,46.0,80.4,682.0,151.0,14.0,19.0,73.7,19.0,22.0,86.4,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,10.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,100.0,0.0,3.0,1.0,33.3,2.45,0.82,0.0,0.0,28.7,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,3.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,1.0,4.0,0.0,0.0,18.0,3.6,1.0,87.0,0.0,5.0,5.0,8.0,0.5,0.0,3.0,-3.0,-2.45,-1.84,0.9,2.6,-1.7,-1.35,-0.78,59.0,1.0,4.0,42.0,15.0,1.0,59.0,4.0,3.0,75.0,0.0,0.0,42.0,232.0,88.0,1.0,2.0,0.0
Rominigue Kouamé,26.0,Midfielder,La Liga,Cádiz,16.0,9.0,821.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,16.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,9.1,14.0,1.54,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,411.0,86.4,6129.0,1351.0,166.0,194.0,85.6,152.0,169.0,89.9,30.0,34.0,88.2,0.0,0.1,0.3,-0.1,4.0,41.0,5.0,1.0,34.0,0.0,11.0,9.0,1.0,1.0,13.0,9.0,0.0,0.0,0.0,60.0,19.0,13.0,59.4,0.0,5.0,0.0,0.0,0.55,0.0,0.0,0.0,22.3,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3,14.0,9.0,6.0,7.0,1.0,7.0,15.0,46.7,8.0,10.0,2.0,8.0,13.0,27.0,10.0,1.0,51.0,24.0,9.0,74.0,3.0,7.0,22.0,5.0,0.81,10.0,13.0,-3.0,-0.33,0.57,10.2,12.1,-1.9,-0.21,0.28,501.0,14.0,121.0,328.0,58.0,2.0,501.0,10.0,7.0,70.0,1.0,10.0,249.0,1684.0,703.0,16.0,7.0,1.0
Cheikhou Kouyaté,33.0,Midfielder,Premier League,Nott'ham Forest,12.0,2.0,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,2.4,8.0,3.4,5.0,0.0,0.0,2.0,0.0,1.0,1.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0,47.0,74.0,63.5,604.0,159.0,32.0,43.0,74.4,11.0,19.0,57.9,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,6.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,14.0,10.0,10.0,50.0,0.0,5.0,1.0,20.0,2.12,0.42,0.0,0.0,19.8,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3,8.0,5.0,3.0,3.0,2.0,1.0,4.0,25.0,3.0,4.0,1.0,3.0,2.0,10.0,10.0,0.0,18.0,6.2,2.0,64.0,0.0,10.0,8.0,18.0,1.33,1.0,6.0,-5.0,-2.12,-1.76,1.4,5.9,-4.5,-1.91,-1.95,108.0,10.0,30.0,49.0,29.0,5.0,108.0,2.0,1.0,50.0,1.0,50.0,37.0,112.0,46.0,0.0,1.0,0.0
Mateo Kovačić,29.0,Midfielder,Premier League,Manchester City,30.0,16.0,1551.0,17.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.3,1.3,1.6,2.9,37.0,100.0,38.0,0.06,0.0,0.06,0.06,0.06,0.07,0.09,0.17,0.07,0.17,17.2,54.0,3.14,47.0,0.0,2.0,4.0,1.0,0.0,6.0,0.35,5.0,0.0,0.0,1.0,0.0,0.0,1435.0,1527.0,94.0,20506.0,4603.0,835.0,862.0,96.9,514.0,544.0,94.5,41.0,57.0,71.9,0.0,1.6,1.9,-1.6,21.0,120.0,15.0,0.0,100.0,0.0,17.0,15.0,0.0,0.0,10.0,25.0,0.0,0.0,0.0,72.0,4.0,4.0,50.0,1.0,22.0,5.0,22.7,1.28,0.29,0.05,0.2,20.8,0.0,0.0,0.0,1.3,1.3,0.06,-0.3,-0.3,36.0,25.0,16.0,15.0,5.0,18.0,28.0,64.3,10.0,23.0,1.0,22.0,10.0,46.0,10.0,0.0,52.0,45.4,16.0,81.0,7.0,14.0,18.0,4.0,2.43,45.0,14.0,31.0,1.8,0.31,35.7,14.4,21.3,1.24,0.1,1689.0,33.0,226.0,1079.0,395.0,16.0,1689.0,32.0,20.0,62.5,7.0,21.9,1141.0,6091.0,2733.0,37.0,51.0,1.0
Viktor Kovalenko,27.0,Midfielder,Serie A,Empoli,17.0,4.0,613.0,6.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,0.8,1.7,4.0,20.0,24.0,0.15,0.15,0.29,0.15,0.29,0.14,0.12,0.25,0.14,0.25,6.8,16.0,2.35,10.0,3.0,0.0,0.0,3.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,179.0,250.0,71.6,2662.0,743.0,100.0,122.0,82.0,63.0,87.0,72.4,11.0,27.0,40.7,1.0,0.8,0.6,0.2,8.0,15.0,5.0,2.0,20.0,0.0,7.0,10.0,2.0,13.0,1.0,2.0,0.0,0.0,0.0,23.0,8.0,14.0,36.4,1.0,11.0,4.0,36.4,1.62,0.59,0.09,0.25,13.9,0.0,0.0,0.0,0.9,0.9,0.08,0.1,0.1,5.0,2.0,2.0,2.0,1.0,2.0,8.0,25.0,6.0,12.0,2.0,10.0,1.0,6.0,7.0,0.0,36.0,17.9,4.0,78.0,0.0,13.0,23.0,14.0,0.82,9.0,9.0,0.0,0.0,0.8,8.5,11.8,-3.3,-0.48,-0.05,313.0,8.0,54.0,165.0,94.0,13.0,313.0,9.0,2.0,22.2,7.0,77.8,165.0,539.0,201.0,4.0,0.0,1.0
Alex Král,25.0,Midfielder,Bundesliga,Union Berlin,24.0,13.0,1370.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7,1.7,0.4,2.0,15.0,44.0,41.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13,15.2,23.0,1.51,15.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,487.0,69.8,5624.0,1533.0,158.0,196.0,80.6,149.0,196.0,76.0,24.0,55.0,43.6,0.0,0.4,0.5,-0.4,5.0,32.0,6.0,2.0,44.0,0.0,16.0,13.0,2.0,17.0,11.0,14.0,0.0,0.0,0.0,85.0,16.0,17.0,48.5,0.0,18.0,5.0,27.8,1.18,0.33,0.0,0.0,20.6,0.0,0.0,0.0,1.7,1.7,0.09,-1.7,-1.7,19.0,14.0,7.0,10.0,2.0,8.0,20.0,40.0,12.0,15.0,4.0,11.0,11.0,30.0,30.0,0.0,57.0,44.8,13.0,81.0,9.0,11.0,28.0,6.0,1.0,15.0,23.0,-8.0,-0.53,0.38,17.8,22.9,-5.2,-0.34,-0.06,618.0,37.0,164.0,311.0,151.0,17.0,618.0,12.0,5.0,41.7,5.0,41.7,287.0,1688.0,837.0,15.0,16.0,1.0
Andrej Kramarić,32.0,Midfielder,Bundesliga,Hoffenheim,30.0,25.0,2199.0,24.4,15.0,6.0,21.0,10.0,5.0,5.0,4.0,0.0,11.1,7.1,7.3,14.5,71.0,119.0,175.0,0.61,0.25,0.86,0.41,0.65,0.45,0.3,0.75,0.29,0.59,24.4,135.0,5.53,81.0,39.0,7.0,3.0,4.0,1.0,16.0,0.65,12.0,1.0,2.0,0.0,1.0,0.0,904.0,1139.0,79.4,13884.0,3748.0,494.0,558.0,88.5,305.0,373.0,81.8,72.0,132.0,54.5,6.0,7.3,7.0,-1.3,78.0,67.0,22.0,3.0,119.0,0.0,8.0,35.0,8.0,113.0,10.0,2.0,1.0,0.0,0.0,113.0,9.0,13.0,40.9,15.0,64.0,29.0,45.3,2.62,1.19,0.16,0.34,20.1,8.0,5.0,5.0,11.1,7.1,0.11,3.9,2.9,11.0,2.0,5.0,4.0,2.0,6.0,13.0,46.2,7.0,14.0,2.0,12.0,10.0,21.0,12.0,2.0,73.0,71.9,25.0,83.0,12.0,5.0,23.0,1.0,1.23,52.0,44.0,8.0,0.33,1.16,39.9,41.5,-1.6,-0.07,0.51,1366.0,29.0,149.0,589.0,640.0,102.0,1361.0,51.0,25.0,49.0,22.0,43.1,812.0,4823.0,2426.0,71.0,49.0,24.0
