Joueur,Age,Position,Ligue,equipe,Matchs joues,Titularisations,Minutes jouees,Matches equivalents 90 minutes,Buts,Passes decisives,Buts + Passes décisives,Buts hors penalty,Penalty marques,Penalty tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes decisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,Receptions progressives ,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes decisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes decisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (equivalents 90 minutes),Actions menant a un tir,Actions menant a un tir par 90 minutes ,Passes vivantes menant a un tir,Passes arretees menant a un tir,Ballons perdus menant a un tir,Tirs menant a un tir,Fautes subies menant a un tir,Actions defensives menant a un tir,Actions menant a un but,Actions menant a un but par 90 minutes,Passes vivantes menant a un but,Passes arretees menant a un but,Ballons perdus menant a un but,Tirs menant a un but,Fautes subies menant a un but ,Actions defensives menant a un but,Passes reussies totales,Passes tentees totales,Pourcentage de reussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de reussite des passes courtes,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de reussite des passes moyennes,Passes longues reussies,Passes longues tentees,Pourcentage de reussite des passes longues,Passes decisives,Passes decisives attendues (xAG),Passes attendues ,Difference entre passes attendues et xAG,Passes cles,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxieme carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles reussis,Penalty obtenus,Penalty concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Buts,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs,Penalty marques,Penalty tentes,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Difference entre buts reels et xG ,Difference entre buts reels hors penalty et npxG,Tacles,Tacles reussis,Tacles dans le tiers defensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tentes,Pourcentage de tacles reussis Tkl%,Duels perdus,Contres,Tirs contres ,Passes contrees ,Interceptions ,Tacles + Interceptions,Degagements,Erreurs ayant conduit a un tir adverse,Minutes par match ,Pourcentage de minutes jouees ,Titularisations,Minutes par titularisation ,Matches completes,Remplacants,Minutes par entree,Matches non remplace,Points par match,Buts marques avec le joueur,Buts encaisses avec le joueur,Difference de buts avec le joueur,Difference de buts par 90 minutes,Difference avec/sans le joueur,xG marques avec le joueur ,xG encaisses avec le joueur,Difference de xG avec le joueur,Difference de xG par 90 minutes,Difference de xG avec/sans le joueur,Touches,Touches dans la surface defensive,Touches dans le tiers defensif,Touches dans le tier median,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Ballons perdus apres dribble,Pourcentage de ballons perdus apres dribble,Portees de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Vinicius Júnior,23.0,Forward,La Liga,Real Madrid,26.0,22.0,1864.0,20.7,15.0,5.0,20.0,14.0,1.0,1.0,7.0,0.0,13.1,12.3,4.2,16.6,137.0,57.0,277.0,0.72,0.24,0.97,0.68,0.92,0.63,0.21,0.84,0.59,0.8,20.7,79.0,3.81,43.0,1.0,19.0,8.0,6.0,2.0,10.0,0.48,5.0,0.0,1.0,3.0,0.0,1.0,499.0,690.0,72.3,7273.0,1443.0,312.0,370.0,84.3,115.0,171.0,67.3,43.0,76.0,56.6,5.0,4.2,4.4,0.8,30.0,37.0,20.0,2.0,57.0,0.0,24.0,54.0,10.0,56.0,1.0,13.0,0.0,0.0,0.0,44.0,1.0,7.0,12.5,15.0,77.0,38.0,49.4,3.72,1.83,0.18,0.37,14.6,0.0,1.0,1.0,13.1,12.3,0.16,1.9,1.7,18.0,13.0,5.0,5.0,8.0,3.0,12.0,25.0,9.0,13.0,0.0,13.0,1.0,19.0,3.0,2.0,72.0,54.5,22.0,80.0,7.0,4.0,26.0,3.0,2.62,48.0,12.0,36.0,1.74,0.29,39.3,19.3,20.0,0.96,0.19,1058.0,2.0,51.0,290.0,733.0,193.0,1057.0,176.0,65.0,36.9,95.0,54.0,797.0,6384.0,3440.0,137.0,74.0,88.0
Julian Justvan,25.0,Forward,Bundesliga,Hoffenheim,4.0,0.0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,55.0,63.6,560.0,223.0,20.0,27.0,74.1,12.0,19.0,63.2,3.0,5.0,60.0,0.0,0.0,0.1,0.0,0.0,4.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.84,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1.6,0.0,0.0,0.0,4.0,12.0,2.0,0.5,0.0,1.0,-1.0,-1.84,-1.87,0.3,1.1,-0.8,-1.42,-1.23,57.0,1.0,11.0,19.0,28.0,3.0,57.0,0.0,0.0,0.0,0.0,0.0,32.0,307.0,222.0,8.0,4.0,1.0
Sory Kaba,28.0,Forward,La Liga,Las Palmas,17.0,9.0,720.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,0.3,1.8,7.0,12.0,36.0,0.12,0.12,0.25,0.12,0.25,0.18,0.04,0.23,0.18,0.23,8.0,14.0,1.75,12.0,0.0,1.0,1.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,111.0,158.0,70.3,1644.0,224.0,61.0,82.0,74.4,31.0,40.0,77.5,9.0,13.0,69.2,1.0,0.3,0.4,0.7,6.0,7.0,1.0,0.0,12.0,0.0,16.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,31.0,36.0,46.3,1.0,13.0,1.0,7.7,1.62,0.12,0.08,1.0,17.1,0.0,0.0,0.0,1.5,1.5,0.11,-0.5,-0.5,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,5.0,6.0,0.0,6.0,0.0,2.0,9.0,0.0,42.0,21.1,9.0,67.0,2.0,8.0,15.0,19.0,1.06,3.0,11.0,-8.0,-1.0,-0.8,5.7,13.3,-7.6,-0.95,-0.41,272.0,8.0,19.0,139.0,119.0,33.0,272.0,22.0,11.0,50.0,11.0,50.0,163.0,608.0,211.0,7.0,7.0,3.0
Abdoul Kader Bamba,29.0,Forward,Ligue 1,Nantes,23.0,1.0,611.0,6.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,1.0,3.2,41.0,31.0,73.0,0.29,0.15,0.44,0.29,0.44,0.31,0.15,0.46,0.31,0.46,6.8,36.0,5.29,22.0,3.0,2.0,3.0,6.0,0.0,3.0,0.44,2.0,1.0,0.0,0.0,0.0,0.0,267.0,336.0,79.5,4343.0,1133.0,127.0,151.0,84.1,103.0,128.0,80.5,22.0,36.0,61.1,1.0,1.0,1.1,0.0,11.0,18.0,10.0,2.0,31.0,0.0,3.0,35.0,5.0,26.0,4.0,7.0,1.0,0.0,0.0,44.0,6.0,6.0,50.0,2.0,14.0,5.0,35.7,2.06,0.74,0.14,0.4,16.1,1.0,0.0,0.0,2.1,2.1,0.16,-0.1,-0.1,10.0,7.0,2.0,5.0,3.0,5.0,15.0,33.3,10.0,4.0,0.0,4.0,4.0,14.0,4.0,1.0,27.0,20.0,1.0,59.0,0.0,22.0,25.0,9.0,0.7,8.0,17.0,-9.0,-1.33,-0.74,10.0,16.0,-6.1,-0.89,-0.54,423.0,8.0,46.0,177.0,204.0,26.0,423.0,31.0,10.0,32.3,14.0,45.2,346.0,2364.0,1179.0,41.0,25.0,13.0
Tino Kadewere,27.0,Forward,Ligue 1,Lyon,11.0,2.0,296.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.9,4.0,12.0,28.0,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.28,0.2,0.28,3.3,9.0,2.73,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,89.0,111.0,80.2,1209.0,352.0,53.0,66.0,80.3,28.0,32.0,87.5,3.0,5.0,60.0,0.0,0.3,0.2,-0.3,6.0,5.0,3.0,1.0,12.0,0.0,6.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,23.0,10.0,11.0,47.6,0.0,6.0,1.0,16.7,1.82,0.3,0.0,0.0,17.9,0.0,0.0,0.0,0.7,0.7,0.11,-0.7,-0.7,1.0,1.0,0.0,1.0,0.0,1.0,5.0,20.0,4.0,3.0,1.0,2.0,5.0,6.0,7.0,0.0,27.0,9.7,2.0,55.0,0.0,9.0,21.0,4.0,1.18,4.0,9.0,-5.0,-1.52,-1.49,5.5,8.4,-2.9,-0.87,-0.88,148.0,8.0,19.0,70.0,61.0,13.0,148.0,5.0,3.0,60.0,2.0,40.0,104.0,540.0,185.0,4.0,2.0,3.0
Tino Kadewere,27.0,Forward,Ligue 1,Nantes,14.0,8.0,781.0,8.7,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.9,1.2,1.8,2.9,15.0,26.0,53.0,0.12,0.0,0.12,0.12,0.12,0.22,0.21,0.43,0.13,0.34,8.7,21.0,2.42,18.0,0.0,1.0,1.0,1.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,154.0,213.0,72.3,2092.0,639.0,83.0,102.0,81.4,54.0,73.0,74.0,5.0,15.0,33.3,0.0,1.8,0.9,-1.8,12.0,13.0,9.0,1.0,26.0,0.0,13.0,10.0,5.0,6.0,10.0,4.0,0.0,0.0,0.0,42.0,26.0,24.0,52.0,1.0,9.0,4.0,44.4,1.04,0.46,0.11,0.25,21.9,0.0,0.0,1.0,1.9,1.2,0.13,-0.9,-0.2,9.0,4.0,3.0,3.0,3.0,6.0,11.0,54.5,5.0,10.0,1.0,9.0,10.0,19.0,8.0,0.0,56.0,25.5,8.0,75.0,2.0,6.0,30.0,0.0,0.86,5.0,9.0,-4.0,-0.46,0.37,9.9,8.3,1.6,0.19,0.87,315.0,9.0,36.0,159.0,125.0,30.0,314.0,24.0,9.0,37.5,12.0,50.0,214.0,1179.0,407.0,15.0,5.0,6.0
Sasa Kalajdzic,26.0,Forward,Premier League,Wolves,11.0,1.0,166.0,1.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,2.0,1.0,5.0,9.0,1.08,0.0,1.08,1.08,1.08,0.57,0.52,1.09,0.57,1.09,1.8,5.0,2.71,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,60.0,63.3,507.0,130.0,22.0,33.0,66.7,10.0,16.0,62.5,2.0,5.0,40.0,0.0,1.0,0.3,-1.0,4.0,1.0,2.0,0.0,5.0,0.0,6.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,8.0,4.0,66.7,2.0,4.0,2.0,50.0,2.17,1.08,0.5,1.0,11.2,0.0,0.0,0.0,1.1,1.1,0.26,0.9,0.9,6.0,2.0,3.0,2.0,1.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,1.0,7.0,6.0,0.0,15.0,4.9,1.0,60.0,0.0,10.0,11.0,9.0,1.09,6.0,2.0,4.0,2.17,2.69,5.5,2.7,2.8,1.5,2.16,88.0,5.0,20.0,44.0,24.0,7.0,88.0,1.0,1.0,100.0,0.0,0.0,46.0,143.0,48.0,1.0,1.0,0.0
Sasa Kalajdzic,26.0,Forward,Bundesliga,Eint Frankfurt,5.0,5.0,325.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,1.0,8.0,9.0,0.0,0.28,0.28,0.0,0.28,0.05,0.14,0.19,0.05,0.19,3.6,8.0,2.22,6.0,0.0,0.0,1.0,1.0,0.0,2.0,0.55,1.0,0.0,0.0,1.0,0.0,0.0,61.0,79.0,77.2,887.0,179.0,32.0,38.0,84.2,18.0,27.0,66.7,5.0,6.0,83.3,1.0,0.5,0.1,0.5,3.0,7.0,1.0,1.0,8.0,0.0,3.0,10.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,10.0,9.0,11.0,45.0,0.0,2.0,1.0,50.0,0.55,0.28,0.0,0.0,13.7,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,6.0,0.0,65.0,10.6,5.0,65.0,1.0,0.0,0.0,0.0,1.6,4.0,2.0,2.0,0.55,0.59,4.3,4.6,-0.3,-0.08,0.11,108.0,8.0,15.0,72.0,22.0,5.0,108.0,3.0,1.0,33.3,2.0,66.7,51.0,233.0,77.0,1.0,3.0,0.0
Arnaud Kalimuendo,21.0,Forward,Ligue 1,Rennes,30.0,25.0,2139.0,23.8,10.0,1.0,11.0,8.0,2.0,2.0,6.0,0.0,9.0,7.4,2.7,10.1,27.0,37.0,181.0,0.42,0.04,0.46,0.34,0.38,0.38,0.11,0.49,0.31,0.43,23.8,70.0,2.95,49.0,1.0,5.0,6.0,9.0,0.0,7.0,0.29,3.0,0.0,0.0,1.0,3.0,0.0,405.0,502.0,80.7,5966.0,893.0,222.0,265.0,83.8,137.0,155.0,88.4,24.0,26.0,92.3,1.0,2.7,2.3,-1.7,28.0,31.0,12.0,1.0,37.0,0.0,28.0,50.0,6.0,11.0,4.0,4.0,3.0,0.0,0.0,45.0,6.0,61.0,9.0,10.0,59.0,22.0,37.3,2.48,0.93,0.14,0.36,16.3,0.0,2.0,2.0,9.0,7.4,0.13,1.0,0.6,5.0,4.0,2.0,2.0,1.0,2.0,5.0,40.0,3.0,13.0,2.0,11.0,4.0,9.0,4.0,0.0,71.0,69.9,25.0,80.0,6.0,5.0,29.0,0.0,1.37,38.0,31.0,7.0,0.29,0.29,36.1,24.7,11.4,0.48,0.44,717.0,7.0,37.0,347.0,339.0,107.0,715.0,46.0,17.0,37.0,25.0,54.3,559.0,3294.0,1046.0,27.0,18.0,13.0
Yayah Kallon,22.0,Forward,Serie A,Hellas Verona,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,10.0,9.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,-1.0,-22.5,-22.18,0.8,1.0,-0.2,-4.84,-4.56,3.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakub Kamiński,21.0,Forward,Bundesliga,Wolfsburg,17.0,4.0,473.0,5.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.1,13.0,18.0,53.0,0.0,0.38,0.38,0.0,0.38,0.09,0.13,0.22,0.09,0.22,5.3,7.0,1.33,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.38,2.0,0.0,0.0,0.0,0.0,0.0,152.0,195.0,77.9,2424.0,587.0,84.0,95.0,88.4,60.0,74.0,81.1,8.0,20.0,40.0,2.0,0.7,1.7,1.3,6.0,11.0,7.0,2.0,18.0,0.0,3.0,5.0,2.0,16.0,2.0,5.0,0.0,0.0,0.0,24.0,4.0,12.0,25.0,0.0,10.0,3.0,30.0,1.9,0.57,0.0,0.0,16.3,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5,14.0,5.0,12.0,2.0,0.0,3.0,6.0,50.0,3.0,3.0,0.0,3.0,2.0,16.0,5.0,0.0,28.0,15.5,4.0,69.0,1.0,13.0,15.0,12.0,1.24,4.0,9.0,-5.0,-0.95,-0.6,4.6,6.3,-1.7,-0.31,-0.18,259.0,6.0,44.0,97.0,119.0,22.0,259.0,12.0,1.0,8.3,11.0,91.7,140.0,791.0,334.0,13.0,5.0,9.0
Harry Kane,30.0,Forward,Bundesliga,Bayern Munich,32.0,32.0,2839.0,31.5,36.0,8.0,44.0,31.0,5.0,5.0,2.0,0.0,30.6,26.7,6.4,33.0,36.0,102.0,164.0,1.14,0.25,1.39,0.98,1.24,0.97,0.2,1.17,0.85,1.05,31.5,83.0,2.63,54.0,2.0,7.0,13.0,7.0,0.0,11.0,0.35,8.0,1.0,0.0,2.0,0.0,0.0,474.0,664.0,71.4,8936.0,2715.0,216.0,266.0,81.2,166.0,222.0,74.8,74.0,114.0,64.9,8.0,6.4,5.9,1.6,31.0,66.0,41.0,6.0,102.0,0.0,10.0,39.0,13.0,31.0,6.0,9.0,0.0,0.0,0.0,55.0,30.0,34.0,46.9,36.0,141.0,61.0,43.3,4.47,1.93,0.22,0.51,14.4,4.0,5.0,5.0,30.6,26.7,0.19,5.4,4.3,13.0,9.0,4.0,4.0,5.0,6.0,18.0,33.3,12.0,12.0,4.0,8.0,6.0,19.0,14.0,0.0,89.0,92.8,32.0,89.0,27.0,0.0,0.0,0.0,2.16,85.0,39.0,46.0,1.46,0.24,81.1,28.6,52.5,1.66,1.46,995.0,19.0,69.0,395.0,541.0,180.0,990.0,59.0,24.0,40.7,30.0,50.8,634.0,3098.0,1287.0,36.0,25.0,14.0
Lee Kang-in,22.0,Forward,Ligue 1,Paris S-G,23.0,18.0,1464.0,16.3,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,1.5,1.5,2.3,3.7,50.0,103.0,150.0,0.18,0.25,0.43,0.18,0.43,0.09,0.14,0.23,0.09,0.23,16.3,68.0,4.18,48.0,12.0,5.0,3.0,0.0,0.0,9.0,0.55,7.0,1.0,1.0,0.0,0.0,0.0,835.0,1011.0,82.6,12568.0,3151.0,462.0,507.0,91.1,284.0,339.0,83.8,54.0,110.0,49.1,4.0,2.3,4.2,1.7,27.0,58.0,31.0,8.0,103.0,0.0,17.0,22.0,1.0,97.0,6.0,13.0,0.0,0.0,0.0,61.0,4.0,11.0,26.7,3.0,23.0,9.0,39.1,1.41,0.55,0.13,0.33,19.5,0.0,0.0,0.0,1.5,1.5,0.06,1.5,1.5,26.0,13.0,7.0,9.0,10.0,15.0,36.0,41.7,21.0,7.0,0.0,7.0,6.0,32.0,3.0,0.0,64.0,47.8,18.0,74.0,6.0,5.0,26.0,1.0,2.17,38.0,13.0,25.0,1.54,0.24,25.8,18.0,7.9,0.48,-0.69,1149.0,11.0,114.0,486.0,559.0,41.0,1149.0,49.0,25.0,51.0,20.0,40.8,904.0,4962.0,2178.0,50.0,50.0,17.0
Yann Karamoh,25.0,Forward,Ligue 1,Montpellier,12.0,1.0,284.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,1.0,7.0,3.0,28.0,0.32,0.0,0.32,0.32,0.32,0.26,0.06,0.32,0.26,0.32,3.2,9.0,2.85,6.0,0.0,1.0,1.0,1.0,0.0,1.0,0.32,0.0,0.0,0.0,1.0,0.0,0.0,63.0,88.0,71.6,887.0,140.0,35.0,46.0,76.1,18.0,24.0,75.0,4.0,7.0,57.1,0.0,0.2,0.2,-0.2,5.0,3.0,3.0,1.0,3.0,0.0,7.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,13.0,13.3,1.0,5.0,3.0,60.0,1.58,0.95,0.2,0.33,20.0,0.0,0.0,0.0,0.8,0.8,0.16,0.2,0.2,1.0,0.0,0.0,0.0,1.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,24.0,9.3,1.0,60.0,0.0,11.0,20.0,2.0,1.33,7.0,5.0,2.0,0.63,0.86,4.1,6.2,-2.0,-0.65,-0.56,134.0,1.0,11.0,57.0,68.0,8.0,134.0,12.0,6.0,50.0,6.0,50.0,103.0,742.0,257.0,7.0,8.0,0.0
Jesper Karlsson,25.0,Forward,Serie A,Bologna,7.0,4.0,344.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,13.0,16.0,35.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.19,0.11,0.19,3.8,11.0,2.88,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,152.0,67.8,1738.0,429.0,49.0,61.0,80.3,38.0,52.0,73.1,11.0,25.0,44.0,0.0,0.3,0.4,-0.3,5.0,8.0,7.0,1.0,16.0,0.0,4.0,1.0,1.0,24.0,4.0,3.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,6.0,4.0,66.7,1.57,1.05,0.0,0.0,26.8,1.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4,3.0,3.0,2.0,1.0,0.0,2.0,8.0,25.0,6.0,4.0,0.0,4.0,4.0,7.0,1.0,0.0,49.0,10.1,4.0,71.0,0.0,3.0,20.0,19.0,1.43,1.0,2.0,-1.0,-0.26,-0.93,2.8,4.3,-1.5,-0.4,-0.76,183.0,4.0,21.0,63.0,102.0,11.0,183.0,11.0,5.0,45.5,3.0,27.3,115.0,718.0,349.0,13.0,7.0,6.0
Silas Katompa,24.0,Forward,Bundesliga,Stuttgart,27.0,8.0,900.0,10.0,5.0,2.0,7.0,5.0,0.0,1.0,0.0,0.0,5.7,4.9,2.3,7.2,49.0,25.0,130.0,0.5,0.2,0.7,0.5,0.7,0.57,0.23,0.8,0.49,0.72,10.0,42.0,4.2,25.0,0.0,11.0,2.0,4.0,0.0,7.0,0.7,2.0,0.0,3.0,1.0,1.0,0.0,210.0,279.0,75.3,3355.0,617.0,93.0,112.0,83.0,96.0,113.0,85.0,11.0,24.0,45.8,2.0,2.3,1.7,-0.3,15.0,6.0,15.0,0.0,25.0,0.0,13.0,15.0,5.0,28.0,0.0,3.0,1.0,0.0,0.0,37.0,5.0,11.0,31.3,5.0,23.0,8.0,34.8,2.3,0.8,0.22,0.63,13.4,0.0,0.0,1.0,5.7,4.9,0.21,-0.7,0.1,5.0,3.0,3.0,2.0,0.0,3.0,12.0,25.0,9.0,9.0,0.0,9.0,0.0,5.0,4.0,0.0,33.0,29.4,8.0,70.0,0.0,19.0,18.0,1.0,2.15,30.0,10.0,20.0,2.0,1.21,27.6,10.4,17.2,1.72,1.08,425.0,6.0,29.0,163.0,248.0,67.0,424.0,76.0,38.0,50.0,31.0,40.8,327.0,2484.0,1176.0,49.0,29.0,21.0
Mikkel Kaufmann,22.0,Forward,Bundesliga,Union Berlin,18.0,4.0,486.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,1.0,2.3,6.0,11.0,34.0,0.19,0.0,0.19,0.19,0.19,0.24,0.18,0.42,0.24,0.42,5.4,12.0,2.22,9.0,0.0,2.0,1.0,0.0,0.0,1.0,0.18,0.0,0.0,1.0,0.0,0.0,0.0,67.0,126.0,53.2,956.0,318.0,39.0,65.0,60.0,16.0,31.0,51.6,5.0,8.0,62.5,0.0,1.0,0.4,-1.0,4.0,13.0,1.0,0.0,11.0,0.0,7.0,10.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,19.0,26.0,34.0,43.3,1.0,15.0,6.0,40.0,2.78,1.11,0.07,0.17,15.8,0.0,0.0,0.0,1.3,1.3,0.09,-0.3,-0.3,6.0,3.0,2.0,3.0,1.0,3.0,10.0,30.0,7.0,12.0,0.0,12.0,1.0,7.0,4.0,0.0,27.0,15.9,4.0,66.0,0.0,14.0,16.0,6.0,0.94,5.0,7.0,-2.0,-0.37,0.43,6.2,8.1,-1.9,-0.36,-0.06,215.0,4.0,21.0,102.0,92.0,26.0,215.0,10.0,3.0,30.0,7.0,70.0,89.0,412.0,129.0,6.0,1.0,4.0
Moise Kean,23.0,Forward,Serie A,Juventus,19.0,8.0,654.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.1,2.1,0.7,2.8,12.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,7.3,14.0,1.93,7.0,0.0,5.0,1.0,0.0,1.0,1.0,0.14,0.0,0.0,0.0,1.0,0.0,0.0,66.0,96.0,68.8,911.0,134.0,37.0,49.0,75.5,18.0,20.0,90.0,5.0,6.0,83.3,0.0,0.7,0.1,-0.7,5.0,3.0,0.0,0.0,6.0,0.0,13.0,13.0,7.0,1.0,2.0,4.0,0.0,0.0,0.0,18.0,10.0,6.0,62.5,0.0,16.0,3.0,18.8,2.2,0.41,0.0,0.0,15.4,0.0,0.0,0.0,2.1,2.1,0.13,-2.1,-2.1,7.0,4.0,3.0,2.0,2.0,1.0,3.0,33.3,2.0,4.0,1.0,3.0,2.0,9.0,5.0,0.0,34.0,19.1,8.0,66.0,0.0,11.0,11.0,4.0,1.95,6.0,4.0,2.0,0.28,-0.41,9.0,5.3,3.6,0.5,-0.18,196.0,6.0,20.0,87.0,91.0,22.0,196.0,32.0,14.0,43.8,18.0,56.3,121.0,751.0,302.0,12.0,6.0,7.0
