Joueur,Age,Position,Ligue,equipe,Matchs joues,Titularisations,Minutes jouees,Matches equivalents 90 minutes,Buts,Passes decisives,Buts + Passes décisives,Buts hors penalty,Penalty marques,Penalty tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes decisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,Receptions progressives ,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes decisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes decisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (equivalents 90 minutes),Actions menant a un tir,Actions menant a un tir par 90 minutes ,Passes vivantes menant a un tir,Passes arretees menant a un tir,Ballons perdus menant a un tir,Tirs menant a un tir,Fautes subies menant a un tir,Actions defensives menant a un tir,Actions menant a un but,Actions menant a un but par 90 minutes,Passes vivantes menant a un but,Passes arretees menant a un but,Ballons perdus menant a un but,Tirs menant a un but,Fautes subies menant a un but ,Actions defensives menant a un but,Passes reussies totales,Passes tentees totales,Pourcentage de reussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de reussite des passes courtes,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de reussite des passes moyennes,Passes longues reussies,Passes longues tentees,Pourcentage de reussite des passes longues,Passes decisives,Passes decisives attendues (xAG),Passes attendues ,Difference entre passes attendues et xAG,Passes cles,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxieme carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles reussis,Penalty obtenus,Penalty concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Buts,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs,Penalty marques,Penalty tentes,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Difference entre buts reels et xG ,Difference entre buts reels hors penalty et npxG,Tacles,Tacles reussis,Tacles dans le tiers defensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tentes,Pourcentage de tacles reussis Tkl%,Duels perdus,Contres,Tirs contres ,Passes contrees ,Interceptions ,Tacles + Interceptions,Degagements,Erreurs ayant conduit a un tir adverse,Minutes par match ,Pourcentage de minutes jouees ,Titularisations,Minutes par titularisation ,Matches completes,Remplacants,Minutes par entree,Matches non remplace,Points par match,Buts marques avec le joueur,Buts encaisses avec le joueur,Difference de buts avec le joueur,Difference de buts par 90 minutes,Difference avec/sans le joueur,xG marques avec le joueur ,xG encaisses avec le joueur,Difference de xG avec le joueur,Difference de xG par 90 minutes,Difference de xG avec/sans le joueur,Touches,Touches dans la surface defensive,Touches dans le tiers defensif,Touches dans le tier median,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Ballons perdus apres dribble,Pourcentage de ballons perdus apres dribble,Portees de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Omari Kellyman,17.0,Forward,Premier League,Aston Villa,2.0,0.0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,78.0,11.0,4.0,5.0,80.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.43,0.0,0.0,0.0,20.8,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,1.1,0.0,0.0,0.0,2.0,19.0,10.0,0.0,0.0,1.0,-1.0,-2.43,-2.86,0.1,0.9,-0.9,-2.14,-2.25,11.0,0.0,1.0,8.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,9.0,1.0,1.0,0.0
Reda Khadra,22.0,Forward,Ligue 1,Reims,29.0,14.0,1368.0,15.2,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,3.5,5.4,35.0,40.0,110.0,0.07,0.2,0.26,0.07,0.26,0.12,0.23,0.35,0.12,0.35,15.2,46.0,3.03,33.0,1.0,6.0,5.0,1.0,0.0,7.0,0.46,4.0,0.0,3.0,0.0,0.0,0.0,289.0,389.0,74.3,4676.0,1169.0,131.0,162.0,80.9,118.0,149.0,79.2,21.0,41.0,51.2,3.0,3.5,2.4,-0.5,22.0,21.0,19.0,9.0,40.0,0.0,13.0,9.0,1.0,46.0,3.0,10.0,0.0,0.0,0.0,66.0,1.0,8.0,11.1,1.0,23.0,12.0,52.2,1.51,0.79,0.04,0.08,19.2,1.0,0.0,0.0,1.8,1.8,0.08,-0.8,-0.8,16.0,10.0,5.0,4.0,7.0,8.0,20.0,40.0,12.0,8.0,2.0,6.0,3.0,19.0,13.0,0.0,47.0,44.7,14.0,79.0,4.0,15.0,17.0,5.0,1.31,16.0,23.0,-7.0,-0.46,-0.57,19.1,24.2,-5.0,-0.33,-0.5,556.0,11.0,83.0,199.0,297.0,41.0,556.0,60.0,28.0,46.7,31.0,51.7,415.0,3065.0,1166.0,35.0,33.0,14.0
Wahbi Khazri,32.0,Forward,Ligue 1,Montpellier,25.0,13.0,1131.0,12.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,3.3,3.3,1.2,4.5,27.0,33.0,76.0,0.08,0.0,0.08,0.08,0.08,0.26,0.1,0.36,0.26,0.36,12.6,26.0,2.07,15.0,1.0,4.0,2.0,4.0,0.0,2.0,0.16,1.0,0.0,0.0,1.0,0.0,0.0,227.0,318.0,71.4,3892.0,1215.0,108.0,141.0,76.6,71.0,98.0,72.4,28.0,47.0,59.6,0.0,1.2,0.8,-1.2,10.0,21.0,5.0,2.0,33.0,0.0,19.0,23.0,7.0,11.0,3.0,17.0,0.0,0.0,0.0,57.0,9.0,13.0,40.9,1.0,42.0,15.0,35.7,3.34,1.19,0.02,0.07,21.3,0.0,0.0,0.0,3.3,3.3,0.08,-2.3,-2.3,24.0,17.0,8.0,12.0,4.0,14.0,35.0,40.0,21.0,10.0,0.0,10.0,3.0,27.0,7.0,0.0,45.0,37.0,13.0,69.0,1.0,12.0,20.0,0.0,1.08,17.0,18.0,-1.0,-0.08,0.11,18.4,19.3,-0.9,-0.07,0.11,483.0,14.0,67.0,233.0,192.0,52.0,483.0,38.0,14.0,36.8,23.0,60.5,363.0,2339.0,1031.0,27.0,22.0,10.0
Kiké,33.0,Forward,La Liga,Alavés,33.0,15.0,1423.0,15.8,3.0,2.0,5.0,3.0,0.0,1.0,3.0,0.0,7.7,6.9,2.0,8.9,18.0,32.0,97.0,0.19,0.13,0.32,0.19,0.32,0.49,0.13,0.61,0.44,0.56,15.8,40.0,2.53,26.0,0.0,5.0,4.0,5.0,0.0,6.0,0.38,3.0,0.0,2.0,0.0,1.0,0.0,200.0,301.0,66.4,2973.0,589.0,105.0,147.0,71.4,67.0,95.0,70.5,11.0,19.0,57.9,2.0,2.0,1.4,0.0,18.0,15.0,8.0,2.0,32.0,0.0,25.0,36.0,7.0,10.0,1.0,4.0,2.0,0.0,0.0,52.0,50.0,63.0,44.2,3.0,56.0,23.0,41.1,3.54,1.45,0.05,0.13,13.1,0.0,0.0,1.0,7.7,6.9,0.12,-4.7,-3.9,8.0,4.0,2.0,3.0,3.0,4.0,9.0,44.4,5.0,16.0,5.0,11.0,1.0,9.0,12.0,0.0,43.0,41.6,15.0,71.0,1.0,18.0,20.0,4.0,1.24,19.0,15.0,4.0,0.25,0.88,23.6,17.3,6.4,0.4,0.62,517.0,18.0,51.0,199.0,280.0,108.0,516.0,33.0,15.0,45.5,14.0,42.4,300.0,1319.0,472.0,18.0,10.0,12.0
Tim Kleindienst,27.0,Forward,Bundesliga,Heidenheim,33.0,33.0,2869.0,31.9,12.0,3.0,15.0,10.0,2.0,2.0,6.0,0.0,13.9,12.3,3.3,15.6,40.0,73.0,178.0,0.38,0.09,0.47,0.31,0.41,0.44,0.1,0.54,0.39,0.49,31.9,71.0,2.23,54.0,0.0,4.0,9.0,1.0,3.0,11.0,0.35,8.0,0.0,1.0,1.0,1.0,0.0,516.0,874.0,59.0,7296.0,1708.0,295.0,462.0,63.9,147.0,231.0,63.6,30.0,47.0,63.8,3.0,3.3,2.0,-0.3,27.0,58.0,10.0,2.0,73.0,0.0,88.0,13.0,16.0,19.0,12.0,12.0,0.0,0.0,0.0,100.0,179.0,117.0,60.5,12.0,81.0,31.0,38.3,2.54,0.97,0.12,0.32,13.6,0.0,2.0,2.0,13.9,12.3,0.15,-1.9,-2.3,21.0,12.0,6.0,11.0,4.0,7.0,25.0,28.0,18.0,32.0,8.0,24.0,12.0,33.0,58.0,0.0,87.0,93.8,33.0,87.0,23.0,0.0,0.0,0.0,1.24,49.0,52.0,-3.0,-0.09,0.85,37.9,57.9,-20.0,-0.63,0.52,1325.0,66.0,130.0,632.0,577.0,142.0,1323.0,63.0,19.0,30.2,41.0,65.1,629.0,2725.0,1096.0,40.0,37.0,16.0
Randal Kolo Muani,24.0,Forward,Ligue 1,Paris S-G,26.0,13.0,1268.0,14.1,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,6.1,6.1,3.3,9.4,36.0,42.0,125.0,0.43,0.35,0.78,0.43,0.78,0.43,0.23,0.66,0.43,0.66,14.1,50.0,3.55,39.0,0.0,3.0,3.0,5.0,0.0,8.0,0.57,7.0,0.0,1.0,0.0,0.0,0.0,259.0,359.0,72.1,3749.0,980.0,157.0,204.0,77.0,77.0,101.0,76.2,12.0,21.0,57.1,5.0,3.3,1.6,1.7,26.0,23.0,14.0,3.0,42.0,0.0,34.0,26.0,6.0,9.0,4.0,8.0,2.0,0.0,0.0,43.0,15.0,14.0,51.7,6.0,22.0,12.0,54.5,1.56,0.85,0.27,0.5,11.0,0.0,0.0,0.0,6.1,6.1,0.28,-0.1,-0.1,10.0,8.0,5.0,3.0,2.0,5.0,13.0,38.5,8.0,5.0,0.0,5.0,4.0,14.0,10.0,0.0,49.0,41.4,13.0,72.0,4.0,13.0,26.0,2.0,2.27,35.0,14.0,21.0,1.49,0.13,30.1,17.0,13.1,0.93,0.15,545.0,15.0,56.0,205.0,293.0,73.0,545.0,72.0,28.0,38.9,40.0,55.6,432.0,2710.0,1105.0,36.0,18.0,16.0
Randal Kolo Muani,24.0,Forward,Bundesliga,Eint Frankfurt,2.0,2.0,153.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.3,6.0,3.0,9.0,0.59,0.0,0.59,0.59,0.59,0.77,0.0,0.77,0.77,0.77,1.7,1.0,0.59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,26.0,65.4,227.0,67.0,11.0,15.0,73.3,3.0,4.0,75.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,44.4,1.0,5.0,1.0,20.0,2.94,0.59,0.2,1.0,8.0,0.0,0.0,0.0,1.3,1.3,0.26,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,77.0,5.0,2.0,77.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,-0.03,1.9,1.3,0.6,0.34,0.54,56.0,1.0,1.0,30.0,27.0,10.0,56.0,15.0,4.0,26.7,10.0,66.7,42.0,336.0,180.0,6.0,4.0,2.0
Ibrahima Koné,24.0,Forward,La Liga,Almería,9.0,2.0,277.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,5.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,3.1,5.0,1.61,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,56.0,67.9,533.0,141.0,22.0,30.0,73.3,13.0,18.0,72.2,2.0,3.0,66.7,0.0,0.1,0.5,-0.1,2.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,10.0,47.4,0.0,4.0,2.0,50.0,1.3,0.65,0.0,0.0,12.9,0.0,0.0,0.0,0.4,0.4,0.11,-0.4,-0.4,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,31.0,8.1,2.0,65.0,0.0,7.0,21.0,6.0,0.67,5.0,11.0,-6.0,-1.95,-1.2,4.4,6.4,-2.1,-0.67,-0.36,83.0,5.0,7.0,41.0,37.0,10.0,83.0,4.0,1.0,25.0,2.0,50.0,44.0,208.0,112.0,5.0,1.0,4.0
Ibrahima Koné,24.0,Forward,Ligue 1,Lorient,1.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,16.0,7.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,1.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.68,0.1,0.7,-0.6,-1.78,-1.28,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,17.0,0.0,0.0,0.0
Christian Kouamé,25.0,Forward,Serie A,Fiorentina,23.0,11.0,1089.0,12.1,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.9,1.9,1.8,3.7,12.0,41.0,110.0,0.17,0.08,0.25,0.17,0.25,0.16,0.15,0.31,0.16,0.31,12.1,36.0,2.98,29.0,0.0,0.0,2.0,5.0,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,325.0,448.0,72.5,4901.0,1038.0,171.0,216.0,79.2,120.0,155.0,77.4,20.0,35.0,57.1,1.0,1.8,1.2,-0.8,12.0,15.0,18.0,1.0,41.0,0.0,17.0,25.0,0.0,20.0,2.0,4.0,0.0,0.0,0.0,66.0,56.0,43.0,56.6,2.0,24.0,7.0,29.2,1.98,0.58,0.08,0.29,17.0,0.0,0.0,0.0,1.9,1.9,0.08,0.1,0.1,13.0,4.0,7.0,6.0,0.0,6.0,10.0,60.0,4.0,16.0,0.0,16.0,2.0,15.0,10.0,0.0,47.0,31.8,11.0,74.0,4.0,12.0,23.0,4.0,1.74,20.0,10.0,10.0,0.83,0.63,17.1,15.4,1.7,0.14,0.07,616.0,12.0,57.0,244.0,322.0,50.0,616.0,29.0,9.0,31.0,18.0,62.1,361.0,1469.0,455.0,12.0,12.0,5.0
Dawid Kownacki,26.0,Forward,Bundesliga,Werder Bremen,22.0,3.0,380.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.4,1.6,5.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.31,0.08,0.39,0.31,0.39,4.2,17.0,4.01,8.0,0.0,1.0,5.0,3.0,0.0,2.0,0.47,1.0,0.0,0.0,0.0,1.0,0.0,69.0,109.0,63.3,942.0,199.0,36.0,50.0,72.0,21.0,34.0,61.8,4.0,7.0,57.1,0.0,0.4,0.6,-0.4,5.0,10.0,1.0,0.0,10.0,0.0,9.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,8.0,29.0,29.0,50.0,0.0,19.0,4.0,21.1,4.5,0.95,0.0,0.0,16.2,0.0,0.0,0.0,1.3,1.3,0.07,-1.3,-1.3,1.0,1.0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,17.0,12.4,3.0,62.0,0.0,19.0,10.0,10.0,0.95,9.0,9.0,0.0,0.0,0.2,9.1,8.8,0.3,0.07,0.4,159.0,2.0,10.0,66.0,83.0,31.0,159.0,3.0,2.0,66.7,1.0,33.3,77.0,346.0,88.0,5.0,1.0,3.0
Nikola Krstović,23.0,Forward,Serie A,Lecce,35.0,30.0,2373.0,26.4,7.0,1.0,8.0,6.0,1.0,3.0,4.0,1.0,11.6,9.2,3.0,12.3,32.0,52.0,126.0,0.27,0.04,0.3,0.23,0.27,0.44,0.11,0.55,0.35,0.46,26.4,78.0,2.96,61.0,0.0,4.0,5.0,7.0,1.0,4.0,0.15,3.0,0.0,0.0,1.0,0.0,0.0,354.0,526.0,67.3,4950.0,1126.0,207.0,284.0,72.9,97.0,128.0,75.8,22.0,35.0,62.9,1.0,3.0,1.7,-2.0,41.0,28.0,14.0,1.0,52.0,0.0,45.0,54.0,14.0,4.0,4.0,6.0,1.0,0.0,0.0,69.0,63.0,82.0,43.4,7.0,89.0,20.0,22.5,3.38,0.76,0.07,0.3,15.9,2.0,1.0,3.0,11.6,9.2,0.1,-4.6,-3.2,17.0,6.0,3.0,9.0,5.0,6.0,10.0,60.0,4.0,12.0,4.0,8.0,4.0,21.0,22.0,0.0,68.0,69.4,30.0,76.0,10.0,5.0,18.0,1.0,0.91,21.0,35.0,-14.0,-0.53,0.16,29.2,34.6,-5.5,-0.21,0.2,864.0,30.0,60.0,429.0,386.0,127.0,861.0,61.0,29.0,47.5,26.0,42.6,485.0,2134.0,849.0,32.0,21.0,17.0
Takefusa Kubo,22.0,Forward,La Liga,Real Sociedad,30.0,24.0,2150.0,23.9,7.0,4.0,11.0,7.0,0.0,0.0,1.0,0.0,3.5,3.5,6.4,9.9,136.0,89.0,231.0,0.29,0.17,0.46,0.29,0.46,0.15,0.27,0.42,0.15,0.42,23.9,110.0,4.61,66.0,23.0,10.0,5.0,6.0,0.0,7.0,0.29,4.0,2.0,1.0,0.0,0.0,0.0,611.0,862.0,70.9,9540.0,2892.0,353.0,417.0,84.7,183.0,255.0,71.8,54.0,116.0,46.6,4.0,6.4,6.5,-2.4,58.0,38.0,31.0,5.0,89.0,0.0,21.0,52.0,8.0,145.0,11.0,17.0,0.0,0.0,0.0,98.0,11.0,16.0,40.7,7.0,46.0,21.0,45.7,1.93,0.88,0.15,0.33,17.5,2.0,0.0,0.0,3.5,3.5,0.08,3.5,3.5,26.0,17.0,15.0,6.0,5.0,9.0,23.0,39.1,14.0,21.0,2.0,19.0,11.0,37.0,8.0,1.0,72.0,62.9,24.0,83.0,14.0,6.0,28.0,4.0,1.53,32.0,24.0,8.0,0.33,0.05,28.6,26.4,2.2,0.09,-0.01,1161.0,11.0,94.0,404.0,683.0,122.0,1161.0,117.0,55.0,47.0,44.0,37.6,745.0,6334.0,3378.0,136.0,57.0,63.0
Mohammed Kudus,22.0,Forward,Premier League,West Ham,33.0,27.0,2484.0,27.6,8.0,6.0,14.0,8.0,0.0,0.0,6.0,0.0,5.1,5.1,3.5,8.6,117.0,80.0,216.0,0.29,0.22,0.51,0.29,0.51,0.19,0.13,0.31,0.19,0.31,27.6,100.0,3.62,53.0,1.0,25.0,8.0,12.0,1.0,16.0,0.58,8.0,0.0,3.0,3.0,2.0,0.0,677.0,875.0,77.4,11263.0,1764.0,357.0,405.0,88.1,231.0,281.0,82.2,70.0,108.0,64.8,6.0,3.5,3.7,2.5,28.0,32.0,29.0,16.0,80.0,0.0,39.0,75.0,16.0,94.0,11.0,47.0,1.0,1.0,0.0,212.0,15.0,29.0,34.1,8.0,67.0,17.0,25.4,2.43,0.62,0.12,0.47,18.6,0.0,0.0,0.0,5.1,5.1,0.08,2.9,2.9,65.0,47.0,27.0,27.0,11.0,20.0,40.0,50.0,20.0,25.0,0.0,25.0,11.0,76.0,9.0,1.0,75.0,72.6,27.0,88.0,18.0,6.0,17.0,0.0,1.3,42.0,61.0,-19.0,-0.69,-1.17,36.1,49.0,-12.9,-0.47,0.09,1311.0,20.0,193.0,582.0,590.0,102.0,1311.0,221.0,124.0,56.1,77.0,34.8,904.0,6874.0,3225.0,117.0,62.0,40.0
Dejan Kulusevski,23.0,Forward,Premier League,Tottenham,36.0,31.0,2762.0,30.7,8.0,3.0,11.0,8.0,0.0,0.0,7.0,0.0,4.7,4.7,7.7,12.4,151.0,144.0,388.0,0.26,0.1,0.36,0.26,0.36,0.15,0.25,0.4,0.15,0.4,30.7,127.0,4.14,104.0,1.0,9.0,11.0,0.0,2.0,8.0,0.26,6.0,0.0,1.0,0.0,0.0,1.0,953.0,1234.0,77.2,13509.0,3584.0,610.0,700.0,87.1,279.0,363.0,76.9,39.0,72.0,54.2,3.0,7.7,6.7,-4.7,66.0,55.0,73.0,19.0,144.0,0.0,54.0,29.0,10.0,89.0,18.0,33.0,0.0,1.0,0.0,133.0,7.0,15.0,31.8,8.0,57.0,23.0,40.4,1.86,0.75,0.14,0.35,15.7,0.0,0.0,0.0,4.7,4.7,0.08,3.3,3.3,62.0,33.0,19.0,20.0,23.0,25.0,67.0,37.3,42.0,24.0,1.0,23.0,18.0,80.0,2.0,1.0,77.0,80.8,31.0,85.0,21.0,5.0,26.0,0.0,1.72,57.0,46.0,11.0,0.36,0.08,55.0,48.7,6.3,0.2,0.41,1623.0,12.0,167.0,503.0,984.0,226.0,1623.0,129.0,54.0,41.9,66.0,51.2,1169.0,7680.0,3856.0,151.0,61.0,82.0
Justin Kumi,19.0,Forward,Serie A,Sassuolo,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,41.0,15.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.1,-0.1,-1.58,-1.01,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khvicha Kvaratskhelia,22.0,Forward,Serie A,Napoli,34.0,32.0,2737.0,30.4,11.0,6.0,17.0,11.0,0.0,0.0,8.0,0.0,11.1,11.1,6.8,17.9,184.0,89.0,266.0,0.36,0.2,0.56,0.36,0.56,0.37,0.23,0.59,0.36,0.59,30.4,155.0,5.1,80.0,15.0,26.0,16.0,14.0,4.0,16.0,0.53,6.0,0.0,3.0,3.0,3.0,1.0,965.0,1200.0,80.4,15513.0,2850.0,541.0,598.0,90.5,300.0,372.0,80.6,96.0,162.0,59.3,6.0,6.8,5.4,-0.8,63.0,46.0,34.0,2.0,89.0,0.0,25.0,80.0,4.0,99.0,13.0,21.0,2.0,0.0,0.0,99.0,11.0,20.0,35.5,11.0,128.0,45.0,35.2,4.21,1.48,0.09,0.24,18.8,4.0,0.0,0.0,11.1,11.1,0.09,-0.1,-0.1,42.0,21.0,11.0,19.0,12.0,15.0,49.0,30.6,34.0,15.0,1.0,14.0,13.0,55.0,9.0,0.0,81.0,80.0,32.0,83.0,14.0,2.0,34.0,0.0,1.41,46.0,40.0,6.0,0.2,0.07,49.9,33.2,16.6,0.55,-0.29,1642.0,10.0,108.0,641.0,926.0,196.0,1642.0,220.0,101.0,45.9,98.0,44.5,1119.0,9260.0,4776.0,184.0,108.0,81.0
Giorgi Kvernadze,20.0,Forward,Serie A,Frosinone,5.0,0.0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,36.0,86.1,498.0,57.0,17.0,18.0,94.4,10.0,11.0,90.9,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,13.0,1.8,0.0,0.0,0.0,5.0,13.0,30.0,0.2,0.0,3.0,-3.0,-4.29,-3.7,0.3,1.7,-1.3,-1.89,-1.61,49.0,0.0,8.0,22.0,19.0,1.0,49.0,5.0,3.0,60.0,2.0,40.0,29.0,206.0,49.0,0.0,1.0,0.0
